"target","location","forecast_date","target_end_date","quantile","value","type"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.1,2,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.1,2,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.1,1,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.1,1,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.1,1,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.1,1,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.1,1,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.1,0,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.1,0,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.1,0,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.1,0,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.1,0,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.1,0,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.1,0,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.1,0,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.15,8,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.15,7,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.15,7,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.15,6,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.15,6,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.15,6,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.15,5,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.15,5,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.15,4,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.15,4,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.15,4,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.15,4,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.15,3,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.15,3,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.15,3,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.15,2,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.15,2,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.15,2,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.15,2,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.15,1,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.15,1,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.15,1,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.15,1,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.15,1,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.15,1,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.15,0,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.15,0,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.15,0,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.15,0,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.15,0,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.2,9,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.2,8,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.2,8,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.2,7,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.2,7,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.2,6,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.2,6,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.2,6,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.2,5,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.2,5,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.2,5,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.2,4,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.2,4,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.2,4,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.2,3,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.2,3,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.2,3,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.2,3,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.2,2,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.2,2,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.2,2,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.2,2,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.2,1,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.2,1,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.2,1,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.2,1,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.2,1,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.2,1,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.2,0,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.2,0,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.25,9,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.25,9,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.25,8,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.25,8,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.25,7,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.25,7,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.25,7,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.25,6,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.25,6,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.25,5,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.25,5,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.25,5,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.25,4,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.25,4,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.25,4,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.25,3,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.25,3,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.25,3,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.25,3,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.25,2,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.25,2,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.25,2,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.25,2,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.25,2,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.25,1,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.25,1,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.25,1,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.25,1,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.25,1,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.25,1,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.3,10,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.3,10,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.3,9,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.3,8,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.3,8,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.3,8,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.3,7,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.3,7,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.3,6,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.3,6,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.3,6,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.3,5,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.3,5,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.3,5,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.3,4,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.3,4,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.3,4,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.3,3,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.3,3,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.3,3,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.3,3,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.3,2,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.3,2,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.3,2,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.3,2,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.3,2,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.3,1,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.3,1,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.3,1,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.3,1,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.35,11,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.35,10,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.35,10,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.35,9,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.35,9,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.35,8,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.35,8,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.35,7,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.35,7,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.35,6,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.35,6,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.35,6,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.35,5,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.35,5,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.35,5,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.35,4,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.35,4,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.35,4,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.35,4,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.35,3,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.35,3,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.35,3,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.35,3,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.35,2,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.35,2,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.35,2,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.35,2,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.35,2,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.35,1,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.35,1,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.4,11,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.4,11,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.4,10,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.4,10,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.4,9,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.4,9,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.4,8,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.4,8,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.4,7,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.4,7,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.4,7,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.4,6,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.4,6,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.4,6,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.4,5,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.4,5,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.4,5,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.4,4,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.4,4,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.4,4,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.4,3,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.4,3,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.4,3,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.4,3,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.4,3,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.4,2,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.4,2,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.4,2,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.4,2,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.4,2,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.45,12,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.45,11,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.45,11,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.45,10,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.45,10,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.45,9,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.45,9,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.45,8,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.45,8,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.45,7,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.45,7,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.45,7,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.45,6,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.45,6,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.45,6,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.45,5,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.45,5,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.45,5,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.45,4,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.45,4,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.45,4,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.45,4,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.45,3,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.45,3,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.45,3,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.45,3,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.45,2,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.45,2,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.45,2,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.45,2,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.5,13,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.5,12,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.5,11,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.5,11,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.5,10,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.5,10,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.5,9,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.5,9,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.5,8,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.5,8,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.5,8,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.5,7,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.5,7,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.5,6,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.5,6,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.5,6,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.5,5,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.5,5,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.5,5,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.5,5,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.5,4,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.5,4,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.5,4,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.5,3,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.5,3,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.5,3,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.5,3,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.5,3,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.5,2,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.5,2,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.55,13,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.55,13,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.55,12,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.55,11,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.55,11,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.55,10,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.55,10,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.55,9,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.55,9,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.55,8,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.55,8,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.55,8,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.55,7,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.55,7,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.55,7,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.55,6,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.55,6,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.55,6,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.55,5,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.55,5,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.55,5,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.55,4,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.55,4,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.55,4,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.55,4,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.55,3,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.55,3,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.55,3,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.55,3,"quantile"
"30 day ahead inc hosp","54",2022-03-28,2022-04-27,0.55,3,"quantile"
"1 day ahead inc hosp","54",2022-03-28,2022-03-29,0.6,14,"quantile"
"2 day ahead inc hosp","54",2022-03-28,2022-03-30,0.6,13,"quantile"
"3 day ahead inc hosp","54",2022-03-28,2022-03-31,0.6,13,"quantile"
"4 day ahead inc hosp","54",2022-03-28,2022-04-01,0.6,12,"quantile"
"5 day ahead inc hosp","54",2022-03-28,2022-04-02,0.6,12,"quantile"
"6 day ahead inc hosp","54",2022-03-28,2022-04-03,0.6,11,"quantile"
"7 day ahead inc hosp","54",2022-03-28,2022-04-04,0.6,10,"quantile"
"8 day ahead inc hosp","54",2022-03-28,2022-04-05,0.6,10,"quantile"
"9 day ahead inc hosp","54",2022-03-28,2022-04-06,0.6,9,"quantile"
"10 day ahead inc hosp","54",2022-03-28,2022-04-07,0.6,9,"quantile"
"11 day ahead inc hosp","54",2022-03-28,2022-04-08,0.6,9,"quantile"
"12 day ahead inc hosp","54",2022-03-28,2022-04-09,0.6,8,"quantile"
"13 day ahead inc hosp","54",2022-03-28,2022-04-10,0.6,8,"quantile"
"14 day ahead inc hosp","54",2022-03-28,2022-04-11,0.6,7,"quantile"
"15 day ahead inc hosp","54",2022-03-28,2022-04-12,0.6,7,"quantile"
"16 day ahead inc hosp","54",2022-03-28,2022-04-13,0.6,7,"quantile"
"17 day ahead inc hosp","54",2022-03-28,2022-04-14,0.6,6,"quantile"
"18 day ahead inc hosp","54",2022-03-28,2022-04-15,0.6,6,"quantile"
"19 day ahead inc hosp","54",2022-03-28,2022-04-16,0.6,6,"quantile"
"20 day ahead inc hosp","54",2022-03-28,2022-04-17,0.6,5,"quantile"
"21 day ahead inc hosp","54",2022-03-28,2022-04-18,0.6,5,"quantile"
"22 day ahead inc hosp","54",2022-03-28,2022-04-19,0.6,5,"quantile"
"23 day ahead inc hosp","54",2022-03-28,2022-04-20,0.6,5,"quantile"
"24 day ahead inc hosp","54",2022-03-28,2022-04-21,0.6,4,"quantile"
"25 day ahead inc hosp","54",2022-03-28,2022-04-22,0.6,4,"quantile"
"26 day ahead inc hosp","54",2022-03-28,2022-04-23,0.6,4,"quantile"
"27 day ahead inc hosp","54",2022-03-28,2022-04-24,0.6,4,"quantile"
"28 day ahead inc hosp","54",2022-03-28,2022-04-25,0.6,3,"quantile"
"29 day ahead inc hosp","54",2022-03-28,2022-04-26,0.6,3,"quantile"
